,Oil_store,Address,Price,Self,Brand,Location
13,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),1599.0,N,GS칼텍스,서초구
14,현대오일뱅크㈜직영 반포셀프주유소,서울 서초구 사평대로 12,1599.0,Y,현대오일뱅크,서초구
15,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),1604.0,N,현대오일뱅크,서초구
16,지에스칼텍스(주)내곡주유소,서울 서초구 헌릉로 210,1605.0,N,GS칼텍스,서초구
17,지에스칼텍스(주)헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),1605.0,Y,GS칼텍스,서초구
18,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,1608.0,N,현대오일뱅크,서초구
19,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,1615.0,N,GS칼텍스,서초구
20,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),1618.0,Y,GS칼텍스,서초구
21,(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),1618.0,Y,S-OIL,서초구
22,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),1619.0,Y,SK에너지,서초구
23,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),1635.0,N,GS칼텍스,서초구
24,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),1658.0,N,GS칼텍스,서초구
25,대성산업(주)직영강남주유소,서울 서초구 반포대로 284 (반포동),1658.0,N,GS칼텍스,서초구
26,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),1658.0,N,GS칼텍스,서초구
27,양재최고주유소,서울 서초구 매헌로 72 (양재동),1695.0,N,S-OIL,서초구
28,크로바주유소,서울 서초구 효령로 327 (서초동),1698.0,N,SK에너지,서초구
29,현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),1822.0,N,현대오일뱅크,서초구
30,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),1928.0,N,SK에너지,서초구
31,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),1947.0,N,S-OIL,서초구
32,선우상사Q엔느,서울 서초구 방배로 66 (방배동),2077.0,N,SK에너지,서초구
0,정호주유소,서울 성동구 고산자로 307 (마장동),1528.0,N,자가상표,성동구
1,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),1529.0,Y,S-OIL,성동구
2,KLP제2주유소,서울 성동구 동일로 249 (송정동),1546.0,Y,현대오일뱅크,성동구
3,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,1576.0,Y,GS칼텍스,성동구
4,현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),1588.0,Y,현대오일뱅크,성동구
5,아이콘주유소,서울 성동구 고산자로 273 (도선동),1588.0,N,S-OIL,성동구
6,삼우주유소,서울 성동구 천호대로 392,1618.0,N,SK에너지,성동구
7,경진주유소,서울 성동구 고산자로 348 (마장동),1618.0,N,SK에너지,성동구
8,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),1619.0,N,SK에너지,성동구
9,kh에너지(주)성수만세주유소,서울 성동구 왕십리로 109,1636.0,Y,SK에너지,성동구
10,현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,1638.0,N,현대오일뱅크,성동구
11,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),1649.0,N,SK에너지,성동구
12,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),1710.0,N,SK에너지,성동구
13,금호주유소,서울 성동구 금호로 39 (금호동4가),1798.0,N,GS칼텍스,성동구
14,동일주유소,서울 성동구 광나루로 254 (성수동2가),1847.0,N,현대오일뱅크,성동구
15,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),1848.0,N,SK에너지,성동구
16,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),1895.0,N,GS칼텍스,성동구
0,원천주유소,서울 성북구 돌곶이로 142 (장위동),1494.0,N,알뜰주유소,성북구
1,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,1498.0,Y,현대오일뱅크,성북구
2,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),1498.0,Y,GS칼텍스,성북구
3,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),1499.0,Y,GS칼텍스,성북구
4,(주)성북주유소,서울 성북구 보문로 142,1509.0,Y,현대오일뱅크,성북구
5,현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),1510.0,Y,현대오일뱅크,성북구
6,신동방주유소,서울 성북구 월계로 84 (장위동),1517.0,N,S-OIL,성북구
7,장위주유소,서울 성북구 화랑로 110 (하월곡동),1528.0,Y,S-OIL,성북구
8,재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),1529.0,N,현대오일뱅크,성북구
9,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,1529.0,N,GS칼텍스,성북구
10,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),1530.0,Y,GS칼텍스,성북구
11,현대오일뱅크㈜직영 장삼주유소,서울 성북구 한천로 612 (장위동),1537.0,Y,현대오일뱅크,성북구
12,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,1537.0,Y,S-OIL,성북구
13,우리주유소,서울 성북구 화랑로 292,1537.0,Y,SK에너지,성북구
14,현대오일뱅크㈜직영 광덕셀프주유소,서울 성북구 보문로 89 (보문동5가),1537.0,Y,현대오일뱅크,성북구
15,중앙에너비스 종암지점,서울 성북구 종암로 58,1537.0,Y,SK에너지,성북구
16,현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),1538.0,Y,현대오일뱅크,성북구
17,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),1549.0,N,SK에너지,성북구
18,삼선주유소,서울 성북구 창경궁로 324,1557.0,Y,S-OIL,성북구
19,신방주유소,서울 성북구 안암로 111 (안암동5가),1562.0,N,S-OIL,성북구
20,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,1569.0,N,GS칼텍스,성북구
21,현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),1598.0,N,현대오일뱅크,성북구
22,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),1609.0,N,GS칼텍스,성북구
23,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,1639.0,Y,GS칼텍스,성북구
0,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),1560.0,Y,현대오일뱅크,송파구
1,아시아주유소,서울 송파구 도곡로 438 (잠실동),1560.0,Y,GS칼텍스,송파구
2,삼전셀프주유소,서울 송파구 백제고분로 199,1560.0,Y,SK에너지,송파구
3,삼화주유소,서울 송파구 백제고분로 125,1560.0,Y,GS칼텍스,송파구
4,위례제일주유소,서울 송파구 위례서로 260,1573.0,Y,S-OIL,송파구
5,상아주유소,서울 송파구 거마로 82,1573.0,Y,현대오일뱅크,송파구
6,대성주유소,서울 송파구 마천로 230 (마천동),1578.0,N,SK에너지,송파구
7,백제고분로주유소,서울 송파구 오금로 143 (방이동),1583.0,Y,SK에너지,송파구
8,방이주유소,서울 송파구 위례성대로12길 38 (방이동),1583.0,N,SK에너지,송파구
9,현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),1584.0,Y,현대오일뱅크,송파구
10,(주)유진주유소,서울 송파구 동남로 325 (오금동),1585.0,N,SK에너지,송파구
11,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),1587.0,Y,S-OIL,송파구
12,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),1588.0,N,GS칼텍스,송파구
13,(주)정직한주유소,서울 송파구 오금로 455 (거여동),1588.0,Y,현대오일뱅크,송파구
14,현대오일뱅크㈜직영 거여셀프주유소,서울 송파구 거마로 5 (거여동),1588.0,Y,현대오일뱅크,송파구
15,제트라인DM주유소,서울 송파구 중대로 183 (가락동),1594.0,N,현대오일뱅크,송파구
16,완불주유소,서울 송파구 송파대로 3 (장지동),1594.0,Y,SK에너지,송파구
17,남성대주유소,서울 송파구 송파대로 52 (장지동),1594.0,Y,SK에너지,송파구
18,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,1594.0,Y,GS칼텍스,송파구
19,(주)뉴명성산업 남성주유소,서울 송파구 백제고분로 474 (방이동),1594.0,N,현대오일뱅크,송파구
20,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),1595.0,Y,GS칼텍스,송파구
21,송파주유소,서울 송파구 송이로 28 (송파동),1597.0,Y,GS칼텍스,송파구
22,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,1598.0,N,S-OIL,송파구
23,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,1598.0,N,GS칼텍스,송파구
24,지에스칼텍스(주)우리주유소,서울 송파구 동남로 153,1599.0,N,GS칼텍스,송파구
25,(주)남경석유 세영주유소,서울 송파구 동남로 298,1599.0,N,GS칼텍스,송파구
26,현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),1608.0,Y,현대오일뱅크,송파구
27,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),1625.0,Y,SK에너지,송파구
28,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),1625.0,Y,SK에너지,송파구
29,현대오일뱅크㈜직영 서원주유소,서울 송파구 중대로 154 (가락동),1628.0,N,현대오일뱅크,송파구
30,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),1798.0,N,SK에너지,송파구
0,현대주유소,서울 양천구 남부순환로 372 (신월동),1499.0,Y,S-OIL,양천구
1,가로공원주유소,서울 양천구 가로공원로 165 (신월동),1504.0,N,SK에너지,양천구
2,양천구주유소,서울 양천구 국회대로 275 (목동),1504.0,Y,알뜰주유소,양천구
3,형산석유(주)원주유소,서울 양천구 남부순환로 408,1509.0,N,현대오일뱅크,양천구
4,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),1509.0,Y,SK에너지,양천구
5,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),1515.0,Y,GS칼텍스,양천구
6,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),1515.0,Y,현대오일뱅크,양천구
7,지에스칼텍스㈜ 서호주유소,서울 양천구 남부순환로 317,1515.0,Y,GS칼텍스,양천구
8,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),1525.0,N,GS칼텍스,양천구
9,(주)블루에너지,서울 양천구 중앙로 226 (신정동),1525.0,Y,SK에너지,양천구
10,신월주유소,서울 양천구 신월로 193 (신월동),1529.0,Y,GS칼텍스,양천구
11,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),1539.0,Y,현대오일뱅크,양천구
12,목동주유소,서울 양천구 목동중앙로 125 (목동),1549.0,Y,SK에너지,양천구
13,현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),1549.0,Y,현대오일뱅크,양천구
14,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),1549.0,N,GS칼텍스,양천구
15,신정동주유소,서울 양천구 안양천로 663 (신정동),1554.0,Y,현대오일뱅크,양천구
16,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,1554.0,Y,현대오일뱅크,양천구
17,대농self주유소,서울 양천구 중앙로 331 (신월동),1574.0,Y,SK에너지,양천구
18,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),1579.0,N,현대오일뱅크,양천구
19,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,1598.0,Y,현대오일뱅크,양천구
20,양정주유소,서울 양천구 국회대로 158 (신정동),1598.0,N,현대오일뱅크,양천구
21,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),1609.0,Y,SK에너지,양천구
22,SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),1609.0,N,SK에너지,양천구
23,신양주유소,서울 양천구 지양로 67,1619.0,N,SK에너지,양천구
24,평화주유소,서울 양천구 안양천로 657 (신정동),1787.0,N,SK에너지,양천구
25,현대오일뱅크㈜직영 코리아주유소,서울 양천구 신목로7길 1,1813.0,N,현대오일뱅크,양천구
0,영등포제일셀프주유소,서울 영등포구 가마산로 379,1478.0,Y,현대오일뱅크,영등포구
1,성락주유소,서울 영등포구 가마산로 414 (신길동),1499.0,Y,S-OIL,영등포구
2,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),1499.0,Y,SK에너지,영등포구
3,(주)강서오일,서울 영등포구 도신로 151,1499.0,N,현대오일뱅크,영등포구
4,도림주유소,서울 영등포구 도림로 343 (도림동),1499.0,Y,알뜰주유소,영등포구
5,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),1508.0,N,GS칼텍스,영등포구
6,(주)MS주유소,서울 영등포구 대림로 230,1508.0,N,현대오일뱅크,영등포구
7,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),1514.0,Y,GS칼텍스,영등포구
8,행촌주유소,서울 영등포구 도신로 130 (신길동),1518.0,N,SK에너지,영등포구
9,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),1518.0,Y,SK에너지,영등포구
10,영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),1529.0,Y,현대오일뱅크,영등포구
11,(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),1538.0,N,GS칼텍스,영등포구
12,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,1539.0,N,GS칼텍스,영등포구
13,매봉주유소,서울 영등포구 도신로 248 (신길동),1539.0,Y,현대오일뱅크,영등포구
14,선유도주유소,서울 영등포구 양평로 141 (양평동5가),1559.0,Y,S-OIL,영등포구
15,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),1559.0,Y,GS칼텍스,영등포구
16,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,1574.0,N,S-OIL,영등포구
17,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),1579.0,N,SK에너지,영등포구
18,한일주유소,서울 영등포구 도림로 486 (문래동3가),1580.0,N,SK에너지,영등포구
19,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,1589.0,Y,SK에너지,영등포구
20,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),1798.0,N,GS칼텍스,영등포구
21,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),1940.0,N,SK에너지,영등포구
22,KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),1970.0,N,SK에너지,영등포구
23,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,1970.0,N,GS칼텍스,영등포구
24,지에스칼텍스(주) 국회대로주유소,서울 영등포구 국회대로 746 (여의도동),1974.0,N,GS칼텍스,영등포구
25,현대오일뱅크㈜직영 여의도현대주유소,서울 영등포구 의사당대로 154 (여의도동),2089.0,N,현대오일뱅크,영등포구
0,수유동주유소,서울 강북구 도봉로 395 (수유동),1489.0,Y,GS칼텍스,강북구
1,(주)석산에너지,서울 강북구 삼양로 316 (수유동),1489.0,Y,현대오일뱅크,강북구
2,덕릉로주유소,서울 강북구 덕릉로 158 (번동),1494.0,N,S-OIL,강북구
3,북서울고속주유소,서울 강북구 삼양로 410 (수유동),1499.0,Y,S-OIL,강북구
4,KH에너지(주)직영 송정주유소,서울 강북구 인수봉로 185 (수유동),1499.0,N,SK에너지,강북구
5,에덴주유소,서울 강북구 월계로 195 (번동),1517.0,Y,SK에너지,강북구
6,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),1528.0,Y,GS칼텍스,강북구
7,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),1529.0,Y,SK에너지,강북구
8,현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,1538.0,Y,현대오일뱅크,강북구
9,현대오일뱅크(주)직영 미아셀프주유소,서울 강북구 도봉로 200 (미아동),1538.0,Y,현대오일뱅크,강북구
10,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),1538.0,Y,현대오일뱅크,강북구
11,대성석유(주)신광주유소,서울 강북구 삼양로 484,1539.0,N,GS칼텍스,강북구
12,세원주유소,서울 강북구 한천로 918 (번동),1548.0,Y,SK에너지,강북구
0,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),1498.0,N,현대오일뱅크,용산구
1,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),1779.0,N,현대오일뱅크,용산구
2,현대오일뱅크㈜직영 갈월동주유소,서울 용산구 한강대로 322 (갈월동),1788.0,N,현대오일뱅크,용산구
3,제3한강주유소,서울 용산구 한남대로 45 (한남동),1848.0,N,GS칼텍스,용산구
4,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),1930.0,N,GS칼텍스,용산구
5,한석주유소,서울 용산구 이촌로 164,1975.0,N,SK에너지,용산구
6,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),1978.0,N,현대오일뱅크,용산구
7,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),1988.0,N,SK에너지,용산구
8,(주)남경주유소,서울 용산구 녹사평대로11길 24,1999.0,N,SK에너지,용산구
9,한남지점,서울 용산구 한남대로21길 4 (한남동),2098.0,N,SK에너지,용산구
10,에너비스,서울 용산구 한남대로 82 (한남동),2098.0,N,SK에너지,용산구
11,동자동주유소,서울 용산구 한강대로104길 6 (동자동),2140.0,N,SK에너지,용산구
12,서계주유소,서울 용산구 청파로 367 (서계동),2369.0,N,GS칼텍스,용산구
0,타이거주유소,서울 은평구 수색로 188 (증산동),1514.0,Y,SK에너지,은평구
1,불광주유소,서울 은평구 연서로 314 (불광동),1517.0,Y,현대오일뱅크,은평구
2,다회주유소,서울 은평구 증산로 441 (신사동),1519.0,Y,S-OIL,은평구
3,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),1524.0,Y,현대오일뱅크,은평구
4,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),1528.0,N,GS칼텍스,은평구
5,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),1528.0,Y,SK에너지,은평구
6,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),1529.0,Y,GS칼텍스,은평구
7,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),1529.0,Y,GS칼텍스,은평구
8,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),1529.0,Y,GS칼텍스,은평구
9,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),1535.0,Y,GS칼텍스,은평구
10,뉴타운셀프주유소,서울 은평구 통일로 1031,1556.0,Y,S-OIL,은평구
11,박석고개주유소,서울 은평구 통일로 945 (갈현동),1558.0,Y,SK에너지,은평구
12,현대오일뱅크㈜직영 은평드림주유소,서울 은평구 통일로 1151 (진관동),1558.0,N,현대오일뱅크,은평구
13,대성산업㈜ 대성주유소,서울 은평구 통일로 642,1559.0,Y,GS칼텍스,은평구
14,제이제이에너지,서울 은평구 응암로 163,1567.0,Y,SK에너지,은평구
15,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),1598.0,N,자가상표,은평구
0,안풍주유소,서울 종로구 자하문로 303,1625.0,N,S-OIL,종로구
1,자하문주유소,서울 종로구 자하문로 248 (부암동),1625.0,Y,SK에너지,종로구
2,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),1625.0,N,현대오일뱅크,종로구
3,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),1660.0,N,S-OIL,종로구
4,현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),1978.0,N,현대오일뱅크,종로구
5,SK북악주유소,서울 종로구 평창문화로 137,1998.0,N,SK에너지,종로구
6,경복궁주유소,서울 종로구 율곡로 6 (중학동),2095.0,N,GS칼텍스,종로구
7,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,2098.0,N,SK에너지,종로구
8,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),2098.0,N,GS칼텍스,종로구
0,세화주유소,서울 중구 왕십리로 403,1618.0,N,알뜰주유소,중구
1,현대오일뱅크 장원주유소,서울 중구 동호로 203 (신당동),1778.0,N,현대오일뱅크,중구
2,장충주유소,서울 중구 장충단로 202 (장충동1가),1918.0,N,SK에너지,중구
3,화성주유소,서울 중구 다산로 233,1928.0,N,S-OIL,중구
4,신당동주유소,서울 중구 다산로 242 (신당동),1948.0,N,SK에너지,중구
5,SK에너지(주) 통일주유소,서울 중구 동호로 296,1968.0,N,SK에너지,중구
6,약수주유소,서울 중구 다산로 173,2145.0,N,GS칼텍스,중구
7,SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),2249.0,N,SK에너지,중구
8,필동주유소,서울 중구  퇴계로 196 (필동2가),2259.0,N,GS칼텍스,중구
9,서남주유소,서울 중구 통일로 30,2425.0,N,SK에너지,중구
0,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),1507.0,N,현대오일뱅크,중랑구
1,면목SELF주유소,서울 중랑구 동일로 627 (면목동),1507.0,Y,SK에너지,중랑구
2,재원에너지㈜ 범아주유소,서울 중랑구 동일로 881 (묵동),1515.0,N,S-OIL,중랑구
3,대원주유소,서울 중랑구 동일로 600,1517.0,Y,GS칼텍스,중랑구
4,오천만주유소,서울 중랑구 동일로 547 (면목동),1517.0,Y,S-OIL,중랑구
5,우림주유소,서울 중랑구 용마산로 487 (망우동),1520.0,Y,GS칼텍스,중랑구
6,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),1527.0,Y,S-OIL,중랑구
7,신내주유소,서울 중랑구 용마산로 705 (신내동),1529.0,Y,SK에너지,중랑구
8,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),1535.0,N,S-OIL,중랑구
9,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),1549.0,Y,S-OIL,중랑구
10,용마로주유소,서울 중랑구 용마산로 309 (면목동),1557.0,Y,SK에너지,중랑구
11,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),1589.0,Y,SK에너지,중랑구
12,현대오일뱅크㈜직영 중랑교셀프주유소,서울 중랑구 망우로 229 (중화동),1597.0,Y,현대오일뱅크,중랑구
0,뉴신정주유소,서울 강서구 곰달래로 207 (화곡동),1498.0,N,알뜰주유소,강서구
1,화곡역주유소,서울 강서구 강서로 154 (화곡동),1498.0,Y,알뜰주유소,강서구
2,방화주유소,서울 강서구 방화동로 58-2 (방화동),1513.0,N,SK에너지,강서구
